 'tryton/binutils/2.34' load complete.
 'tryton/compiler/gcc/7.4' load complete.
 'tryton/python3/3.5.6' load complete.

Loading tryton/python3/3.5.6
  Loading requirement: tryton/binutils/2.34 tryton/compiler/gcc/7.4
iter.      J_T    ∫gₐ(t)dt          J       ΔJ_T         ΔJ  secs
34    1.00e+00    3.89e-13   1.00e+00  -7.78e-13  -3.89e-13    15
35    1.00e+00    3.89e-13   1.00e+00  -7.79e-13  -3.89e-13    15
36    1.00e+00    3.90e-13   1.00e+00  -7.80e-13  -3.90e-13    15
37    1.00e+00    3.91e-13   1.00e+00  -7.81e-13  -3.91e-13    15
38    1.00e+00    3.91e-13   1.00e+00  -7.83e-13  -3.91e-13    15
39    1.00e+00    3.92e-13   1.00e+00  -7.84e-13  -3.92e-13    15
40    1.00e+00    3.93e-13   1.00e+00  -7.85e-13  -3.93e-13    15
41    1.00e+00    3.93e-13   1.00e+00  -7.86e-13  -3.93e-13    15
42    1.00e+00    3.94e-13   1.00e+00  -7.88e-13  -3.94e-13    15
43    1.00e+00    3.95e-13   1.00e+00  -7.89e-13  -3.95e-13    15
44    1.00e+00    3.95e-13   1.00e+00  -7.90e-13  -3.95e-13    15
45    1.00e+00    3.96e-13   1.00e+00  -7.91e-13  -3.96e-13    15
46    1.00e+00    3.96e-13   1.00e+00  -7.93e-13  -3.96e-13    15
47    1.00e+00    3.97e-13   1.00e+00  -7.94e-13  -3.97e-13    15
48    1.00e+00    3.98e-13   1.00e+00  -7.95e-13  -3.98e-13    15
49    1.00e+00    3.98e-13   1.00e+00  -7.97e-13  -3.98e-13    15
50    1.00e+00    3.99e-13   1.00e+00  -7.98e-13  -3.99e-13    15
51    1.00e+00    4.00e-13   1.00e+00  -7.99e-13  -4.00e-13    15
52    1.00e+00    4.00e-13   1.00e+00  -8.01e-13  -4.00e-13    15
53    1.00e+00    4.01e-13   1.00e+00  -8.02e-13  -4.01e-13    15
54    1.00e+00    4.02e-13   1.00e+00  -8.03e-13  -4.02e-13    15
55    1.00e+00    4.02e-13   1.00e+00  -8.04e-13  -4.02e-13    15
56    1.00e+00    4.03e-13   1.00e+00  -8.06e-13  -4.03e-13    15
57    1.00e+00    4.04e-13   1.00e+00  -8.07e-13  -4.03e-13    15
58    1.00e+00    4.04e-13   1.00e+00  -8.08e-13  -4.04e-13    15
59    1.00e+00    4.05e-13   1.00e+00  -8.10e-13  -4.05e-13    15
60    1.00e+00    4.06e-13   1.00e+00  -8.11e-13  -4.05e-13    15
61    1.00e+00    4.06e-13   1.00e+00  -8.12e-13  -4.06e-13    15
62    1.00e+00    4.07e-13   1.00e+00  -8.14e-13  -4.07e-13    15
63    1.00e+00    4.07e-13   1.00e+00  -8.15e-13  -4.07e-13    15
64    1.00e+00    4.08e-13   1.00e+00  -8.16e-13  -4.08e-13    15
65    1.00e+00    4.09e-13   1.00e+00  -8.18e-13  -4.09e-13    15
66    1.00e+00    4.09e-13   1.00e+00  -8.19e-13  -4.09e-13    15
67    1.00e+00    4.10e-13   1.00e+00  -8.20e-13  -4.10e-13    15
68    1.00e+00    4.11e-13   1.00e+00  -8.22e-13  -4.11e-13    15
69    1.00e+00    4.11e-13   1.00e+00  -8.23e-13  -4.11e-13    15
70    1.00e+00    4.12e-13   1.00e+00  -8.24e-13  -4.12e-13    15
71    1.00e+00    4.13e-13   1.00e+00  -8.26e-13  -4.13e-13    15
72    1.00e+00    4.13e-13   1.00e+00  -8.27e-13  -4.14e-13    15
73    1.00e+00    4.14e-13   1.00e+00  -8.28e-13  -4.14e-13    15
74    1.00e+00    4.15e-13   1.00e+00  -8.30e-13  -4.15e-13    15
75    1.00e+00    4.15e-13   1.00e+00  -8.31e-13  -4.16e-13    15
76    1.00e+00    4.16e-13   1.00e+00  -8.32e-13  -4.16e-13    15
77    1.00e+00    4.17e-13   1.00e+00  -8.34e-13  -4.17e-13    15
78    1.00e+00    4.18e-13   1.00e+00  -8.35e-13  -4.17e-13    15
79    1.00e+00    4.18e-13   1.00e+00  -8.36e-13  -4.18e-13    15
80    1.00e+00    4.19e-13   1.00e+00  -8.38e-13  -4.19e-13    15
81    1.00e+00    4.20e-13   1.00e+00  -8.39e-13  -4.19e-13    15
82    1.00e+00    4.20e-13   1.00e+00  -8.40e-13  -4.20e-13    15
83    1.00e+00    4.21e-13   1.00e+00  -8.42e-13  -4.21e-13    15
84    1.00e+00    4.22e-13   1.00e+00  -8.43e-13  -4.22e-13    15
85    1.00e+00    4.22e-13   1.00e+00  -8.44e-13  -4.22e-13    15
86    1.00e+00    4.23e-13   1.00e+00  -8.46e-13  -4.23e-13    15
87    1.00e+00    4.24e-13   1.00e+00  -8.47e-13  -4.24e-13    15
88    1.00e+00    4.24e-13   1.00e+00  -8.49e-13  -4.24e-13    15
89    1.00e+00    4.25e-13   1.00e+00  -8.50e-13  -4.25e-13    15
90    1.00e+00    4.26e-13   1.00e+00  -8.51e-13  -4.26e-13    15
91    1.00e+00    4.26e-13   1.00e+00  -8.53e-13  -4.26e-13    15
92    1.00e+00    4.27e-13   1.00e+00  -8.54e-13  -4.27e-13    15
93    1.00e+00    4.28e-13   1.00e+00  -8.56e-13  -4.28e-13    15
94    1.00e+00    4.28e-13   1.00e+00  -8.57e-13  -4.28e-13    15
95    1.00e+00    4.29e-13   1.00e+00  -8.58e-13  -4.29e-13    15
96    1.00e+00    4.30e-13   1.00e+00  -8.60e-13  -4.30e-13    15
97    1.00e+00    4.31e-13   1.00e+00  -8.61e-13  -4.31e-13    15
98    1.00e+00    4.31e-13   1.00e+00  -8.62e-13  -4.31e-13    15
99    1.00e+00    4.32e-13   1.00e+00  -8.64e-13  -4.32e-13    15
100   1.00e+00    4.33e-13   1.00e+00  -8.65e-13  -4.33e-13    15
101   1.00e+00    4.33e-13   1.00e+00  -8.67e-13  -4.33e-13    15
102   1.00e+00    4.34e-13   1.00e+00  -8.68e-13  -4.34e-13    15
103   1.00e+00    4.35e-13   1.00e+00  -8.70e-13  -4.35e-13    15
104   1.00e+00    4.35e-13   1.00e+00  -8.71e-13  -4.35e-13    15
105   1.00e+00    4.36e-13   1.00e+00  -8.72e-13  -4.36e-13    15
106   1.00e+00    4.37e-13   1.00e+00  -8.74e-13  -4.37e-13    15
107   1.00e+00    4.38e-13   1.00e+00  -8.75e-13  -4.38e-13    15
108   1.00e+00    4.38e-13   1.00e+00  -8.77e-13  -4.38e-13    15
109   1.00e+00    4.39e-13   1.00e+00  -8.78e-13  -4.39e-13    15
110   1.00e+00    4.40e-13   1.00e+00  -8.79e-13  -4.40e-13    15
111   1.00e+00    4.40e-13   1.00e+00  -8.81e-13  -4.40e-13    15
112   1.00e+00    4.41e-13   1.00e+00  -8.82e-13  -4.41e-13    15
113   1.00e+00    4.42e-13   1.00e+00  -8.84e-13  -4.42e-13    15
114   1.00e+00    4.43e-13   1.00e+00  -8.85e-13  -4.43e-13    15
115   1.00e+00    4.43e-13   1.00e+00  -8.87e-13  -4.43e-13    15
116   1.00e+00    4.44e-13   1.00e+00  -8.88e-13  -4.44e-13    15
117   1.00e+00    4.45e-13   1.00e+00  -8.89e-13  -4.45e-13    15
118   1.00e+00    4.45e-13   1.00e+00  -8.91e-13  -4.45e-13    15
119   1.00e+00    4.46e-13   1.00e+00  -8.92e-13  -4.46e-13    15
120   1.00e+00    4.47e-13   1.00e+00  -8.94e-13  -4.47e-13    15
121   1.00e+00    4.48e-13   1.00e+00  -8.95e-13  -4.48e-13    15
122   1.00e+00    4.48e-13   1.00e+00  -8.97e-13  -4.48e-13    15
123   1.00e+00    4.49e-13   1.00e+00  -8.98e-13  -4.49e-13    15
124   1.00e+00    4.50e-13   1.00e+00  -9.00e-13  -4.50e-13    15
125   1.00e+00    4.51e-13   1.00e+00  -9.01e-13  -4.50e-13    15
126   1.00e+00    4.51e-13   1.00e+00  -9.03e-13  -4.51e-13    15
127   1.00e+00    4.52e-13   1.00e+00  -9.04e-13  -4.52e-13    15
128   1.00e+00    4.53e-13   1.00e+00  -9.05e-13  -4.53e-13    15
129   1.00e+00    4.53e-13   1.00e+00  -9.07e-13  -4.53e-13    15
130   1.00e+00    4.54e-13   1.00e+00  -9.08e-13  -4.54e-13    15
131   1.00e+00    4.55e-13   1.00e+00  -9.10e-13  -4.55e-13    15
132   1.00e+00    4.56e-13   1.00e+00  -9.11e-13  -4.56e-13    15
133   1.00e+00    4.56e-13   1.00e+00  -9.13e-13  -4.56e-13    15
134   1.00e+00    4.57e-13   1.00e+00  -9.14e-13  -4.57e-13    15
135   1.00e+00    4.58e-13   1.00e+00  -9.16e-13  -4.58e-13    15
136   1.00e+00    4.59e-13   1.00e+00  -9.17e-13  -4.59e-13    15
137   1.00e+00    4.59e-13   1.00e+00  -9.19e-13  -4.59e-13    15
138   1.00e+00    4.60e-13   1.00e+00  -9.20e-13  -4.60e-13    15
139   1.00e+00    4.61e-13   1.00e+00  -9.22e-13  -4.61e-13    15
140   1.00e+00    4.62e-13   1.00e+00  -9.23e-13  -4.62e-13    15
141   1.00e+00    4.62e-13   1.00e+00  -9.25e-13  -4.62e-13    15
142   1.00e+00    4.63e-13   1.00e+00  -9.26e-13  -4.63e-13    15
143   1.00e+00    4.64e-13   1.00e+00  -9.28e-13  -4.64e-13    15
144   1.00e+00    4.65e-13   1.00e+00  -9.29e-13  -4.65e-13    15
145   1.00e+00    4.65e-13   1.00e+00  -9.31e-13  -4.65e-13    15
146   1.00e+00    4.66e-13   1.00e+00  -9.32e-13  -4.66e-13    15
147   1.00e+00    4.67e-13   1.00e+00  -9.34e-13  -4.67e-13    15
148   1.00e+00    4.68e-13   1.00e+00  -9.35e-13  -4.68e-13    15
149   1.00e+00    4.68e-13   1.00e+00  -9.37e-13  -4.68e-13    15
150   1.00e+00    4.69e-13   1.00e+00  -9.38e-13  -4.69e-13    15
151   1.00e+00    4.70e-13   1.00e+00  -9.40e-13  -4.70e-13    15
152   1.00e+00    4.71e-13   1.00e+00  -9.41e-13  -4.71e-13    15
153   1.00e+00    4.71e-13   1.00e+00  -9.43e-13  -4.71e-13    15
154   1.00e+00    4.72e-13   1.00e+00  -9.44e-13  -4.72e-13    15
155   1.00e+00    4.73e-13   1.00e+00  -9.46e-13  -4.73e-13    15
156   1.00e+00    4.74e-13   1.00e+00  -9.47e-13  -4.74e-13    15
157   1.00e+00    4.74e-13   1.00e+00  -9.49e-13  -4.74e-13    15
158   1.00e+00    4.75e-13   1.00e+00  -9.50e-13  -4.75e-13    15
159   1.00e+00    4.76e-13   1.00e+00  -9.52e-13  -4.76e-13    15
160   1.00e+00    4.77e-13   1.00e+00  -9.54e-13  -4.77e-13    15
161   1.00e+00    4.78e-13   1.00e+00  -9.55e-13  -4.77e-13    15
162   1.00e+00    4.78e-13   1.00e+00  -9.57e-13  -4.78e-13    15
163   1.00e+00    4.79e-13   1.00e+00  -9.58e-13  -4.79e-13    15
164   1.00e+00    4.80e-13   1.00e+00  -9.60e-13  -4.80e-13    15
165   1.00e+00    4.81e-13   1.00e+00  -9.61e-13  -4.81e-13    15
166   1.00e+00    4.81e-13   1.00e+00  -9.63e-13  -4.81e-13    15
167   1.00e+00    4.82e-13   1.00e+00  -9.64e-13  -4.82e-13    15
168   1.00e+00    4.83e-13   1.00e+00  -9.66e-13  -4.83e-13    15
169   1.00e+00    4.84e-13   1.00e+00  -9.68e-13  -4.84e-13    15
170   1.00e+00    4.85e-13   1.00e+00  -9.69e-13  -4.85e-13    15
171   1.00e+00    4.85e-13   1.00e+00  -9.71e-13  -4.85e-13    15
172   1.00e+00    4.86e-13   1.00e+00  -9.72e-13  -4.86e-13    15
173   1.00e+00    4.87e-13   1.00e+00  -9.74e-13  -4.87e-13    15
174   1.00e+00    4.88e-13   1.00e+00  -9.75e-13  -4.88e-13    15
175   1.00e+00    4.88e-13   1.00e+00  -9.77e-13  -4.88e-13    15
176   1.00e+00    4.89e-13   1.00e+00  -9.79e-13  -4.89e-13    15
177   1.00e+00    4.90e-13   1.00e+00  -9.80e-13  -4.90e-13    15
178   1.00e+00    4.91e-13   1.00e+00  -9.82e-13  -4.91e-13    15
179   1.00e+00    4.92e-13   1.00e+00  -9.83e-13  -4.92e-13    15
180   1.00e+00    4.92e-13   1.00e+00  -9.85e-13  -4.92e-13    15
181   1.00e+00    4.93e-13   1.00e+00  -9.87e-13  -4.93e-13    15
182   1.00e+00    4.94e-13   1.00e+00  -9.88e-13  -4.94e-13    15
183   1.00e+00    4.95e-13   1.00e+00  -9.90e-13  -4.95e-13    15
184   1.00e+00    4.96e-13   1.00e+00  -9.91e-13  -4.96e-13    15
185   1.00e+00    4.96e-13   1.00e+00  -9.93e-13  -4.96e-13    15
186   1.00e+00    4.97e-13   1.00e+00  -9.95e-13  -4.97e-13    15
187   1.00e+00    4.98e-13   1.00e+00  -9.96e-13  -4.98e-13    15
188   1.00e+00    4.99e-13   1.00e+00  -9.98e-13  -4.99e-13    15
189   1.00e+00    5.00e-13   1.00e+00  -9.99e-13  -5.00e-13    15
190   1.00e+00    5.01e-13   1.00e+00  -1.00e-12  -5.00e-13    15
191   1.00e+00    5.01e-13   1.00e+00  -1.00e-12  -5.01e-13    15
192   1.00e+00    5.02e-13   1.00e+00  -1.00e-12  -5.02e-13    15
193   1.00e+00    5.03e-13   1.00e+00  -1.01e-12  -5.03e-13    15
194   1.00e+00    5.04e-13   1.00e+00  -1.01e-12  -5.04e-13    15
195   1.00e+00    5.05e-13   1.00e+00  -1.01e-12  -5.05e-13    15
196   1.00e+00    5.05e-13   1.00e+00  -1.01e-12  -5.05e-13    15
197   1.00e+00    5.06e-13   1.00e+00  -1.01e-12  -5.06e-13    15
198   1.00e+00    5.07e-13   1.00e+00  -1.01e-12  -5.07e-13    15
199   1.00e+00    5.08e-13   1.00e+00  -1.02e-12  -5.08e-13    15
200   1.00e+00    5.09e-13   1.00e+00  -1.02e-12  -5.09e-13    15
201   1.00e+00    5.09e-13   1.00e+00  -1.02e-12  -5.09e-13    15
202   1.00e+00    5.10e-13   1.00e+00  -1.02e-12  -5.10e-13    15
203   1.00e+00    5.11e-13   1.00e+00  -1.02e-12  -5.11e-13    15
204   1.00e+00    5.12e-13   1.00e+00  -1.02e-12  -5.12e-13    15
205   1.00e+00    5.13e-13   1.00e+00  -1.03e-12  -5.13e-13    15
206   1.00e+00    5.14e-13   1.00e+00  -1.03e-12  -5.14e-13    15
207   1.00e+00    5.14e-13   1.00e+00  -1.03e-12  -5.14e-13    15
208   1.00e+00    5.15e-13   1.00e+00  -1.03e-12  -5.15e-13    15
209   1.00e+00    5.16e-13   1.00e+00  -1.03e-12  -5.16e-13    15
210   1.00e+00    5.17e-13   1.00e+00  -1.03e-12  -5.17e-13    15
211   1.00e+00    5.18e-13   1.00e+00  -1.04e-12  -5.18e-13    15
212   1.00e+00    5.19e-13   1.00e+00  -1.04e-12  -5.19e-13    15
213   1.00e+00    5.19e-13   1.00e+00  -1.04e-12  -5.19e-13    15
214   1.00e+00    5.20e-13   1.00e+00  -1.04e-12  -5.20e-13    15
215   1.00e+00    5.21e-13   1.00e+00  -1.04e-12  -5.21e-13    15
216   1.00e+00    5.22e-13   1.00e+00  -1.04e-12  -5.22e-13    15
217   1.00e+00    5.23e-13   1.00e+00  -1.05e-12  -5.23e-13    15
218   1.00e+00    5.24e-13   1.00e+00  -1.05e-12  -5.24e-13    15
219   1.00e+00    5.25e-13   1.00e+00  -1.05e-12  -5.25e-13    15
220   1.00e+00    5.25e-13   1.00e+00  -1.05e-12  -5.25e-13    15
221   1.00e+00    5.26e-13   1.00e+00  -1.05e-12  -5.26e-13    15
222   1.00e+00    5.27e-13   1.00e+00  -1.05e-12  -5.27e-13    15
223   1.00e+00    5.28e-13   1.00e+00  -1.06e-12  -5.28e-13    15
224   1.00e+00    5.29e-13   1.00e+00  -1.06e-12  -5.29e-13    15
225   1.00e+00    5.30e-13   1.00e+00  -1.06e-12  -5.30e-13    15
226   1.00e+00    5.31e-13   1.00e+00  -1.06e-12  -5.30e-13    15
227   1.00e+00    5.31e-13   1.00e+00  -1.06e-12  -5.31e-13    15
228   1.00e+00    5.32e-13   1.00e+00  -1.06e-12  -5.32e-13    15
229   1.00e+00    5.33e-13   1.00e+00  -1.07e-12  -5.33e-13    15
230   1.00e+00    5.34e-13   1.00e+00  -1.07e-12  -5.34e-13    15
231   1.00e+00    5.35e-13   1.00e+00  -1.07e-12  -5.35e-13    15
232   1.00e+00    5.36e-13   1.00e+00  -1.07e-12  -5.36e-13    15
233   1.00e+00    5.37e-13   1.00e+00  -1.07e-12  -5.37e-13    15
234   1.00e+00    5.37e-13   1.00e+00  -1.07e-12  -5.37e-13    15
235   1.00e+00    5.38e-13   1.00e+00  -1.08e-12  -5.38e-13    15
236   1.00e+00    5.39e-13   1.00e+00  -1.08e-12  -5.39e-13    15
237   1.00e+00    5.40e-13   1.00e+00  -1.08e-12  -5.40e-13    15
238   1.00e+00    5.41e-13   1.00e+00  -1.08e-12  -5.41e-13    15
239   1.00e+00    5.42e-13   1.00e+00  -1.08e-12  -5.42e-13    15
240   1.00e+00    5.43e-13   1.00e+00  -1.09e-12  -5.43e-13    15
241   1.00e+00    5.44e-13   1.00e+00  -1.09e-12  -5.44e-13    15
242   1.00e+00    5.44e-13   1.00e+00  -1.09e-12  -5.44e-13    15
243   1.00e+00    5.45e-13   1.00e+00  -1.09e-12  -5.45e-13    15
244   1.00e+00    5.46e-13   1.00e+00  -1.09e-12  -5.46e-13    15
245   1.00e+00    5.47e-13   1.00e+00  -1.09e-12  -5.47e-13    15
246   1.00e+00    5.48e-13   1.00e+00  -1.10e-12  -5.48e-13    15
247   1.00e+00    5.49e-13   1.00e+00  -1.10e-12  -5.49e-13    15
248   1.00e+00    5.50e-13   1.00e+00  -1.10e-12  -5.50e-13    15
249   1.00e+00    5.51e-13   1.00e+00  -1.10e-12  -5.51e-13    15
250   1.00e+00    5.52e-13   1.00e+00  -1.10e-12  -5.52e-13    15
251   1.00e+00    5.52e-13   1.00e+00  -1.10e-12  -5.52e-13    15
252   1.00e+00    5.53e-13   1.00e+00  -1.11e-12  -5.53e-13    15
253   1.00e+00    5.54e-13   1.00e+00  -1.11e-12  -5.54e-13    15
254   1.00e+00    5.55e-13   1.00e+00  -1.11e-12  -5.55e-13    15
255   1.00e+00    5.56e-13   1.00e+00  -1.11e-12  -5.56e-13    15
256   1.00e+00    5.57e-13   1.00e+00  -1.11e-12  -5.57e-13    15
257   1.00e+00    5.58e-13   1.00e+00  -1.12e-12  -5.58e-13    15
258   1.00e+00    5.59e-13   1.00e+00  -1.12e-12  -5.59e-13    15
259   1.00e+00    5.60e-13   1.00e+00  -1.12e-12  -5.60e-13    15
260   1.00e+00    5.61e-13   1.00e+00  -1.12e-12  -5.61e-13    15
261   1.00e+00    5.61e-13   1.00e+00  -1.12e-12  -5.61e-13    15
262   1.00e+00    5.62e-13   1.00e+00  -1.12e-12  -5.62e-13    15
263   1.00e+00    5.63e-13   1.00e+00  -1.13e-12  -5.63e-13    15
264   1.00e+00    5.64e-13   1.00e+00  -1.13e-12  -5.64e-13    15
265   1.00e+00    5.65e-13   1.00e+00  -1.13e-12  -5.65e-13    15
266   1.00e+00    5.66e-13   1.00e+00  -1.13e-12  -5.66e-13    15
267   1.00e+00    5.67e-13   1.00e+00  -1.13e-12  -5.67e-13    15
268   1.00e+00    5.68e-13   1.00e+00  -1.14e-12  -5.68e-13    15
269   1.00e+00    5.69e-13   1.00e+00  -1.14e-12  -5.69e-13    15
270   1.00e+00    5.70e-13   1.00e+00  -1.14e-12  -5.70e-13    15
271   1.00e+00    5.71e-13   1.00e+00  -1.14e-12  -5.71e-13    15
272   1.00e+00    5.72e-13   1.00e+00  -1.14e-12  -5.72e-13    15
273   1.00e+00    5.72e-13   1.00e+00  -1.14e-12  -5.72e-13    15
274   1.00e+00    5.73e-13   1.00e+00  -1.15e-12  -5.73e-13    15
275   1.00e+00    5.74e-13   1.00e+00  -1.15e-12  -5.74e-13    15
276   1.00e+00    5.75e-13   1.00e+00  -1.15e-12  -5.75e-13    15
277   1.00e+00    5.76e-13   1.00e+00  -1.15e-12  -5.76e-13    15
278   1.00e+00    5.77e-13   1.00e+00  -1.15e-12  -5.77e-13    15
279   1.00e+00    5.78e-13   1.00e+00  -1.16e-12  -5.78e-13    15
280   1.00e+00    5.79e-13   1.00e+00  -1.16e-12  -5.79e-13    15
281   1.00e+00    5.80e-13   1.00e+00  -1.16e-12  -5.80e-13    15
282   1.00e+00    5.81e-13   1.00e+00  -1.16e-12  -5.81e-13    15
283   1.00e+00    5.82e-13   1.00e+00  -1.16e-12  -5.82e-13    15
284   1.00e+00    5.83e-13   1.00e+00  -1.17e-12  -5.83e-13    15
285   1.00e+00    5.84e-13   1.00e+00  -1.17e-12  -5.84e-13    15
286   1.00e+00    5.85e-13   1.00e+00  -1.17e-12  -5.85e-13    15
287   1.00e+00    5.86e-13   1.00e+00  -1.17e-12  -5.86e-13    15
288   1.00e+00    5.87e-13   1.00e+00  -1.17e-12  -5.87e-13    15
289   1.00e+00    5.88e-13   1.00e+00  -1.17e-12  -5.87e-13    15
290   1.00e+00    5.88e-13   1.00e+00  -1.18e-12  -5.88e-13    15
291   1.00e+00    5.89e-13   1.00e+00  -1.18e-12  -5.89e-13    15
292   1.00e+00    5.90e-13   1.00e+00  -1.18e-12  -5.90e-13    15
293   1.00e+00    5.91e-13   1.00e+00  -1.18e-12  -5.91e-13    15
294   1.00e+00    5.92e-13   1.00e+00  -1.18e-12  -5.92e-13    15
295   1.00e+00    5.93e-13   1.00e+00  -1.19e-12  -5.93e-13    15
296   1.00e+00    5.94e-13   1.00e+00  -1.19e-12  -5.94e-13    15
297   1.00e+00    5.95e-13   1.00e+00  -1.19e-12  -5.95e-13    15
298   1.00e+00    5.96e-13   1.00e+00  -1.19e-12  -5.96e-13    15
299   1.00e+00    5.97e-13   1.00e+00  -1.19e-12  -5.97e-13    15
300   1.00e+00    5.98e-13   1.00e+00  -1.20e-12  -5.98e-13    15
301   1.00e+00    5.99e-13   1.00e+00  -1.20e-12  -5.99e-13    15
302   1.00e+00    6.00e-13   1.00e+00  -1.20e-12  -6.00e-13    15
303   1.00e+00    6.01e-13   1.00e+00  -1.20e-12  -6.01e-13    15
304   1.00e+00    6.02e-13   1.00e+00  -1.20e-12  -6.02e-13    15
305   1.00e+00    6.03e-13   1.00e+00  -1.21e-12  -6.03e-13    15
306   1.00e+00    6.04e-13   1.00e+00  -1.21e-12  -6.04e-13    15
307   1.00e+00    6.05e-13   1.00e+00  -1.21e-12  -6.05e-13    15
308   1.00e+00    6.06e-13   1.00e+00  -1.21e-12  -6.06e-13    15
309   1.00e+00    6.07e-13   1.00e+00  -1.21e-12  -6.07e-13    15
310   1.00e+00    6.08e-13   1.00e+00  -1.22e-12  -6.08e-13    15
311   1.00e+00    6.09e-13   1.00e+00  -1.22e-12  -6.09e-13    15
312   1.00e+00    6.10e-13   1.00e+00  -1.22e-12  -6.10e-13    15
313   1.00e+00    6.11e-13   1.00e+00  -1.22e-12  -6.11e-13    15
314   1.00e+00    6.12e-13   1.00e+00  -1.22e-12  -6.12e-13    15
315   1.00e+00    6.13e-13   1.00e+00  -1.23e-12  -6.13e-13    15
316   1.00e+00    6.14e-13   1.00e+00  -1.23e-12  -6.14e-13    15
317   1.00e+00    6.15e-13   1.00e+00  -1.23e-12  -6.15e-13    15
318   1.00e+00    6.16e-13   1.00e+00  -1.23e-12  -6.16e-13    15
319   1.00e+00    6.17e-13   1.00e+00  -1.23e-12  -6.17e-13    15
320   1.00e+00    6.18e-13   1.00e+00  -1.24e-12  -6.18e-13    15
321   1.00e+00    6.19e-13   1.00e+00  -1.24e-12  -6.19e-13    15
322   1.00e+00    6.20e-13   1.00e+00  -1.24e-12  -6.20e-13    15
323   1.00e+00    6.21e-13   1.00e+00  -1.24e-12  -6.21e-13    15
324   1.00e+00    6.22e-13   1.00e+00  -1.24e-12  -6.22e-13    15
325   1.00e+00    6.23e-13   1.00e+00  -1.25e-12  -6.23e-13    15
326   1.00e+00    6.24e-13   1.00e+00  -1.25e-12  -6.24e-13    15
327   1.00e+00    6.25e-13   1.00e+00  -1.25e-12  -6.25e-13    15
328   1.00e+00    6.26e-13   1.00e+00  -1.25e-12  -6.26e-13    15
329   1.00e+00    6.27e-13   1.00e+00  -1.25e-12  -6.27e-13    15
330   1.00e+00    6.28e-13   1.00e+00  -1.26e-12  -6.28e-13    15
331   1.00e+00    6.29e-13   1.00e+00  -1.26e-12  -6.29e-13    15
332   1.00e+00    6.30e-13   1.00e+00  -1.26e-12  -6.30e-13    15
333   1.00e+00    6.31e-13   1.00e+00  -1.26e-12  -6.31e-13    15
